Census_Region,Census_Region_Code,Ten_Year_Age_Groups,Gender,Gender_Code,Year,Year_Code,Deaths,Population,Crude_Rate
Census Region 2: Midwest,CENS-R2,5-14 years,Male,M,2004,2004,441,4726290,9.3
Census Region 2: Midwest,CENS-R2,5-14 years,Male,M,2005,2005,443,4674534,9.5
Census Region 2: Midwest,CENS-R2,5-14 years,Male,M,2006,2006,397,4645197,8.5
Census Region 2: Midwest,CENS-R2,5-14 years,Male,M,2007,2007,380,4614467,8.2
Census Region 2: Midwest,CENS-R2,5-14 years,Male,M,2008,2008,365,4592469,7.9
Census Region 2: Midwest,CENS-R2,5-14 years,Male,M,2009,2009,331,4585771,7.2
Census Region 2: Midwest,CENS-R2,5-14 years,Male,M,2010,2010,327,4579450,7.1
Census Region 2: Midwest,CENS-R2,5-14 years,Male,M,2011,2011,329,4550117,7.2
Census Region 2: Midwest,CENS-R2,5-14 years,Male,M,2012,2012,309,4543608,6.8
Census Region 2: Midwest,CENS-R2,5-14 years,Male,M,2013,2013,345,4534191,7.6
Census Region 2: Midwest,CENS-R2,5-14 years,Male,M,2014,2014,323,4506697,7.2
Census Region 2: Midwest,CENS-R2,5-14 years,Male,M,2015,2015,316,4472383,7.1
Census Region 2: Midwest,CENS-R2,5-14 years,Male,M,2016,2016,320,4440972,7.2
Census Region 2: Midwest,CENS-R2,5-14 years,Male,M,2017,2017,375,4428338,8.5
Census Region 2: Midwest,CENS-R2,5-14 years,Male,M,2018,2018,349,4416743,7.9
Census Region 2: Midwest,CENS-R2,5-14 years,Male,M,2019,2019,372,4396849,8.5
Census Region 2: Midwest,CENS-R2,5-14 years,Male,M,2020,2020,402,4382952,9.2
Census Region 2: Midwest,CENS-R2,15-24 years,Female,F,1999,1999,1206,4420284,27.3
Census Region 2: Midwest,CENS-R2,15-24 years,Female,F,2000,2000,1220,4449835,27.4
Census Region 2: Midwest,CENS-R2,15-24 years,Female,F,2001,2001,1105,4531052,24.4
Census Region 2: Midwest,CENS-R2,15-24 years,Female,F,2002,2002,1188,4573707,26
Census Region 2: Midwest,CENS-R2,15-24 years,Female,F,2003,2003,1195,4612882,25.9
Census Region 2: Midwest,CENS-R2,15-24 years,Female,F,2004,2004,1200,4640267,25.9
Census Region 2: Midwest,CENS-R2,15-24 years,Female,F,2005,2005,1154,4655935,24.8
Census Region 2: Midwest,CENS-R2,15-24 years,Female,F,2006,2006,1218,4657157,26.2
Census Region 2: Midwest,CENS-R2,15-24 years,Female,F,2007,2007,1175,4643635,25.3
Census Region 2: Midwest,CENS-R2,15-24 years,Female,F,2008,2008,1130,4630734,24.4
Census Region 2: Midwest,CENS-R2,15-24 years,Female,F,2009,2009,955,4616459,20.7
Census Region 2: Midwest,CENS-R2,15-24 years,Female,F,2010,2010,1090,4597439,23.7
Census Region 2: Midwest,CENS-R2,15-24 years,Female,F,2011,2011,1066,4594247,23.2
Census Region 2: Midwest,CENS-R2,15-24 years,Female,F,2012,2012,1134,4587889,24.7
Census Region 2: Midwest,CENS-R2,15-24 years,Female,F,2013,2013,1079,4596880,23.5
Census Region 2: Midwest,CENS-R2,15-24 years,Female,F,2014,2014,1077,4595443,23.4
Census Region 2: Midwest,CENS-R2,15-24 years,Female,F,2015,2015,1196,4572934,26.2
Census Region 2: Midwest,CENS-R2,15-24 years,Female,F,2016,2016,1312,4526979,29
Census Region 2: Midwest,CENS-R2,15-24 years,Female,F,2017,2017,1370,4492018,30.5
Census Region 2: Midwest,CENS-R2,15-24 years,Female,F,2018,2018,1281,4456286,28.7
Census Region 2: Midwest,CENS-R2,15-24 years,Female,F,2019,2019,1173,4421182,26.5
Census Region 2: Midwest,CENS-R2,15-24 years,Female,F,2020,2020,1446,4393580,32.9
Census Region 2: Midwest,CENS-R2,15-24 years,Male,M,1999,1999,4180,4600693,90.9
Census Region 2: Midwest,CENS-R2,15-24 years,Male,M,2000,2000,4166,4632845,89.9
Census Region 2: Midwest,CENS-R2,15-24 years,Male,M,2001,2001,4332,4723563,91.7
Census Region 2: Midwest,CENS-R2,15-24 years,Male,M,2002,2002,4386,4770232,91.9
Census Region 2: Midwest,CENS-R2,15-24 years,Male,M,2003,2003,4177,4817296,86.7
Census Region 2: Midwest,CENS-R2,15-24 years,Male,M,2004,2004,4144,4850254,85.4
Census Region 2: Midwest,CENS-R2,15-24 years,Male,M,2005,2005,4296,4869157,88.2
Census Region 2: Midwest,CENS-R2,15-24 years,Male,M,2006,2006,4237,4878527,86.8
Census Region 2: Midwest,CENS-R2,15-24 years,Male,M,2007,2007,4247,4856126,87.5
Census Region 2: Midwest,CENS-R2,15-24 years,Male,M,2008,2008,3914,4839997,80.9
Census Region 2: Midwest,CENS-R2,15-24 years,Male,M,2009,2009,3649,4815058,75.8
Census Region 2: Midwest,CENS-R2,15-24 years,Male,M,2010,2010,3836,4791265,80.1
Census Region 2: Midwest,CENS-R2,15-24 years,Male,M,2011,2011,3834,4795595,79.9
Census Region 2: Midwest,CENS-R2,15-24 years,Male,M,2012,2012,3901,4793445,81.4
Census Region 2: Midwest,CENS-R2,15-24 years,Male,M,2013,2013,3674,4801063,76.5
Census Region 2: Midwest,CENS-R2,15-24 years,Male,M,2014,2014,3790,4794724,79
Census Region 2: Midwest,CENS-R2,15-24 years,Male,M,2015,2015,4057,4778044,84.9
Census Region 2: Midwest,CENS-R2,15-24 years,Male,M,2016,2016,4423,4748242,93.2
Census Region 2: Midwest,CENS-R2,15-24 years,Male,M,2017,2017,4472,4706724,95
Census Region 2: Midwest,CENS-R2,15-24 years,Male,M,2018,2018,3945,4660362,84.7
Census Region 2: Midwest,CENS-R2,15-24 years,Male,M,2019,2019,3819,4618525,82.7
Census Region 2: Midwest,CENS-R2,15-24 years,Male,M,2020,2020,4719,4584588,102.9
Census Region 2: Midwest,CENS-R2,25-34 years,Female,F,1999,1999,1045,4389584,23.8
Census Region 2: Midwest,CENS-R2,25-34 years,Female,F,2000,2000,985,4341902,22.7
Census Region 2: Midwest,CENS-R2,25-34 years,Female,F,2001,2001,925,4262131,21.7
Census Region 2: Midwest,CENS-R2,25-34 years,Female,F,2002,2002,1034,4222711,24.5
Census Region 2: Midwest,CENS-R2,25-34 years,Female,F,2003,2003,965,4196455,23
Census Region 2: Midwest,CENS-R2,25-34 years,Female,F,2004,2004,1026,4175404,24.6
Census Region 2: Midwest,CENS-R2,25-34 years,Female,F,2005,2005,1100,4159289,26.4
Census Region 2: Midwest,CENS-R2,25-34 years,Female,F,2006,2006,1060,4150391,25.5
Census Region 2: Midwest,CENS-R2,25-34 years,Female,F,2007,2007,1102,4175036,26.4
Census Region 2: Midwest,CENS-R2,25-34 years,Female,F,2008,2008,1072,4207311,25.5
Census Region 2: Midwest,CENS-R2,25-34 years,Female,F,2009,2009,1162,4245367,27.4
Census Region 2: Midwest,CENS-R2,25-34 years,Female,F,2010,2010,1239,4269717,29
Census Region 2: Midwest,CENS-R2,25-34 years,Female,F,2011,2011,1326,4315790,30.7
Census Region 2: Midwest,CENS-R2,25-34 years,Female,F,2012,2012,1396,4337074,32.2
Census Region 2: Midwest,CENS-R2,25-34 years,Female,F,2013,2013,1472,4354638,33.8
Census Region 2: Midwest,CENS-R2,25-34 years,Female,F,2014,2014,1535,4377537,35.1
Census Region 2: Midwest,CENS-R2,25-34 years,Female,F,2015,2015,1735,4391936,39.5
Census Region 2: Midwest,CENS-R2,25-34 years,Female,F,2016,2016,2057,4412476,46.6
Census Region 2: Midwest,CENS-R2,25-34 years,Female,F,2017,2017,2323,4437862,52.3
Census Region 2: Midwest,CENS-R2,25-34 years,Female,F,2018,2018,2224,4462891,49.8
Census Region 2: Midwest,CENS-R2,25-34 years,Female,F,2019,2019,2139,4472733,47.8
Census Region 2: Midwest,CENS-R2,25-34 years,Female,F,2020,2020,2575,4467819,57.6
Census Region 2: Midwest,CENS-R2,25-34 years,Male,M,1999,1999,3695,4434471,83.3
Census Region 2: Midwest,CENS-R2,25-34 years,Male,M,2000,2000,3489,4404087,79.2
Census Region 2: Midwest,CENS-R2,25-34 years,Male,M,2001,2001,3660,4324192,84.6
Census Region 2: Midwest,CENS-R2,25-34 years,Male,M,2002,2002,3776,4287115,88.1
Census Region 2: Midwest,CENS-R2,25-34 years,Male,M,2003,2003,3586,4260178,84.2
Census Region 2: Midwest,CENS-R2,25-34 years,Male,M,2004,2004,3678,4236502,86.8
Census Region 2: Midwest,CENS-R2,25-34 years,Male,M,2005,2005,3886,4212290,92.3
Census Region 2: Midwest,CENS-R2,25-34 years,Male,M,2006,2006,4151,4201784,98.8
Census Region 2: Midwest,CENS-R2,25-34 years,Male,M,2007,2007,4036,4225586,95.5
Census Region 2: Midwest,CENS-R2,25-34 years,Male,M,2008,2008,4159,4259870,97.6
Census Region 2: Midwest,CENS-R2,25-34 years,Male,M,2009,2009,3816,4297110,88.8
Census Region 2: Midwest,CENS-R2,25-34 years,Male,M,2010,2010,4233,4321833,97.9
Census Region 2: Midwest,CENS-R2,25-34 years,Male,M,2011,2011,4357,4375276,99.6
Census Region 2: Midwest,CENS-R2,25-34 years,Male,M,2012,2012,4487,4399989,102
Census Region 2: Midwest,CENS-R2,25-34 years,Male,M,2013,2013,4704,4429243,106.2
Census Region 2: Midwest,CENS-R2,25-34 years,Male,M,2014,2014,4783,4454640,107.4
Census Region 2: Midwest,CENS-R2,25-34 years,Male,M,2015,2015,5329,4480292,118.9
Census Region 2: Midwest,CENS-R2,25-34 years,Male,M,2016,2016,6433,4526590,142.1
Census Region 2: Midwest,CENS-R2,25-34 years,Male,M,2017,2017,6981,4572080,152.7
Census Region 2: Midwest,CENS-R2,25-34 years,Male,M,2018,2018,6523,4615283,141.3
Census Region 2: Midwest,CENS-R2,25-34 years,Male,M,2019,2019,6381,4637812,137.6
Census Region 2: Midwest,CENS-R2,25-34 years,Male,M,2020,2020,7985,4639331,172.1
Census Region 2: Midwest,CENS-R2,35-44 years,Female,F,1999,1999,1423,5183112,27.5
Census Region 2: Midwest,CENS-R2,35-44 years,Female,F,2000,2000,1446,5164914,28
Census Region 2: Midwest,CENS-R2,35-44 years,Female,F,2001,2001,1548,5102349,30.3
Census Region 2: Midwest,CENS-R2,35-44 years,Female,F,2002,2002,1589,5013736,31.7
Census Region 2: Midwest,CENS-R2,35-44 years,Female,F,2003,2003,1500,4913666,30.5
Census Region 2: Midwest,CENS-R2,35-44 years,Female,F,2004,2004,1587,4826229,32.9
Census Region 2: Midwest,CENS-R2,35-44 years,Female,F,2005,2005,1638,4745411,34.5
Census Region 2: Midwest,CENS-R2,35-44 years,Female,F,2006,2006,1663,4670818,35.6
Census Region 2: Midwest,CENS-R2,35-44 years,Female,F,2007,2007,1566,4580757,34.2
Census Region 2: Midwest,CENS-R2,35-44 years,Female,F,2008,2008,1546,4471076,34.6
Census Region 2: Midwest,CENS-R2,35-44 years,Female,F,2009,2009,1467,4360304,33.6
Census Region 2: Midwest,CENS-R2,35-44 years,Female,F,2010,2010,1494,4293518,34.8
Census Region 2: Midwest,CENS-R2,35-44 years,Female,F,2011,2011,1567,4215672,37.2
Census Region 2: Midwest,CENS-R2,35-44 years,Female,F,2012,2012,1554,4177743,37.2
Census Region 2: Midwest,CENS-R2,35-44 years,Female,F,2013,2013,1536,4160031,36.9
Census Region 2: Midwest,CENS-R2,35-44 years,Female,F,2014,2014,1686,4147133,40.7
Census Region 2: Midwest,CENS-R2,35-44 years,Female,F,2015,2015,1770,4134582,42.8
Census Region 2: Midwest,CENS-R2,35-44 years,Female,F,2016,2016,1942,4103821,47.3
Census Region 2: Midwest,CENS-R2,35-44 years,Female,F,2017,2017,2190,4123964,53.1
Census Region 2: Midwest,CENS-R2,35-44 years,Female,F,2018,2018,2186,4161571,52.5
Census Region 2: Midwest,CENS-R2,35-44 years,Female,F,2019,2019,2128,4193010,50.8
Census Region 2: Midwest,CENS-R2,35-44 years,Female,F,2020,2020,2536,4228324,60
Census Region 2: Midwest,CENS-R2,35-44 years,Male,M,1999,1999,4117,5129396,80.3
Census Region 2: Midwest,CENS-R2,35-44 years,Male,M,2000,2000,4216,5113395,82.5
Census Region 2: Midwest,CENS-R2,35-44 years,Male,M,2001,2001,4320,5056219,85.4
Census Region 2: Midwest,CENS-R2,35-44 years,Male,M,2002,2002,4258,4971374,85.7
Census Region 2: Midwest,CENS-R2,35-44 years,Male,M,2003,2003,3969,4877074,81.4
Census Region 2: Midwest,CENS-R2,35-44 years,Male,M,2004,2004,4038,4800285,84.1
Census Region 2: Midwest,CENS-R2,35-44 years,Male,M,2005,2005,4143,4727206,87.6
Census Region 2: Midwest,CENS-R2,35-44 years,Male,M,2006,2006,4281,4660052,91.9
Census Region 2: Midwest,CENS-R2,35-44 years,Male,M,2007,2007,4107,4571074,89.8
Census Region 2: Midwest,CENS-R2,35-44 years,Male,M,2008,2008,4144,4464612,92.8
Census Region 2: Midwest,CENS-R2,35-44 years,Male,M,2009,2009,3840,4351958,88.2
Census Region 2: Midwest,CENS-R2,35-44 years,Male,M,2010,2010,3622,4286816,84.5
Census Region 2: Midwest,CENS-R2,35-44 years,Male,M,2011,2011,3817,4215080,90.6
Census Region 2: Midwest,CENS-R2,35-44 years,Male,M,2012,2012,3998,4181881,95.6
Census Region 2: Midwest,CENS-R2,35-44 years,Male,M,2013,2013,4037,4168489,96.8
Census Region 2: Midwest,CENS-R2,35-44 years,Male,M,2014,2014,4085,4156941,98.3
Census Region 2: Midwest,CENS-R2,35-44 years,Male,M,2015,2015,4421,4150249,106.5
Census Region 2: Midwest,CENS-R2,35-44 years,Male,M,2016,2016,5373,4119878,130.4
Census Region 2: Midwest,CENS-R2,35-44 years,Male,M,2017,2017,5734,4141875,138.4
Census Region 2: Midwest,CENS-R2,35-44 years,Male,M,2018,2018,5552,4184136,132.7
Census Region 2: Midwest,CENS-R2,35-44 years,Male,M,2019,2019,5845,4217278,138.6
Census Region 2: Midwest,CENS-R2,35-44 years,Male,M,2020,2020,6958,4255074,163.5
Census Region 2: Midwest,CENS-R2,45-54 years,Female,F,1999,1999,1088,4263667,25.5
Census Region 2: Midwest,CENS-R2,45-54 years,Female,F,2000,2000,1095,4381012,25
Census Region 2: Midwest,CENS-R2,45-54 years,Female,F,2001,2001,1305,4572659,28.5
Census Region 2: Midwest,CENS-R2,45-54 years,Female,F,2002,2002,1471,4632353,31.8
Census Region 2: Midwest,CENS-R2,45-54 years,Female,F,2003,2003,1474,4721393,31.2
Census Region 2: Midwest,CENS-R2,45-54 years,Female,F,2004,2004,1603,4803764,33.4
Census Region 2: Midwest,CENS-R2,45-54 years,Female,F,2005,2005,1677,4887059,34.3
Census Region 2: Midwest,CENS-R2,45-54 years,Female,F,2006,2006,1852,4959274,37.3
Census Region 2: Midwest,CENS-R2,45-54 years,Female,F,2007,2007,1990,5007023,39.7
Census Region 2: Midwest,CENS-R2,45-54 years,Female,F,2008,2008,2021,5036814,40.1
Census Region 2: Midwest,CENS-R2,45-54 years,Female,F,2009,2009,1991,5047849,39.4
Census Region 2: Midwest,CENS-R2,45-54 years,Female,F,2010,2010,2105,5034336,41.8
Census Region 2: Midwest,CENS-R2,45-54 years,Female,F,2011,2011,2119,4958644,42.7
Census Region 2: Midwest,CENS-R2,45-54 years,Female,F,2012,2012,2157,4866737,44.3
Census Region 2: Midwest,CENS-R2,45-54 years,Female,F,2013,2013,2121,4761513,44.5
Census Region 2: Midwest,CENS-R2,45-54 years,Female,F,2014,2014,2189,4672514,46.8
Census Region 2: Midwest,CENS-R2,45-54 years,Female,F,2015,2015,2240,4589391,48.8
Census Region 2: Midwest,CENS-R2,45-54 years,Female,F,2016,2016,2303,4498622,51.2
Census Region 2: Midwest,CENS-R2,45-54 years,Female,F,2017,2017,2420,4406822,54.9
Census Region 2: Midwest,CENS-R2,45-54 years,Female,F,2018,2018,2160,4296584,50.3
Census Region 2: Midwest,CENS-R2,45-54 years,Female,F,2019,2019,2162,4189018,51.6
Census Region 2: Midwest,CENS-R2,45-54 years,Female,F,2020,2020,2309,4107106,56.2
Census Region 2: Midwest,CENS-R2,45-54 years,Male,M,1999,1999,2930,4168466,70.3
Census Region 2: Midwest,CENS-R2,45-54 years,Male,M,2000,2000,3142,4293190,73.2
Census Region 2: Midwest,CENS-R2,45-54 years,Male,M,2001,2001,3526,4481408,78.7
Census Region 2: Midwest,CENS-R2,45-54 years,Male,M,2002,2002,3829,4540042,84.3
Census Region 2: Midwest,CENS-R2,45-54 years,Male,M,2003,2003,3783,4627501,81.8
Census Region 2: Midwest,CENS-R2,45-54 years,Male,M,2004,2004,4125,4708623,87.6
Census Region 2: Midwest,CENS-R2,45-54 years,Male,M,2005,2005,4353,4787689,90.9
Census Region 2: Midwest,CENS-R2,45-54 years,Male,M,2006,2006,4698,4854462,96.8
Census Region 2: Midwest,CENS-R2,45-54 years,Male,M,2007,2007,4633,4896725,94.6
Census Region 2: Midwest,CENS-R2,45-54 years,Male,M,2008,2008,4685,4924517,95.1
Census Region 2: Midwest,CENS-R2,45-54 years,Male,M,2009,2009,4636,4937957,93.9
Census Region 2: Midwest,CENS-R2,45-54 years,Male,M,2010,2010,4732,4924049,96.1
Census Region 2: Midwest,CENS-R2,45-54 years,Male,M,2011,2011,4958,4853885,102.1
Census Region 2: Midwest,CENS-R2,45-54 years,Male,M,2012,2012,4794,4767974,100.5
Census Region 2: Midwest,CENS-R2,45-54 years,Male,M,2013,2013,4761,4674409,101.9
Census Region 2: Midwest,CENS-R2,45-54 years,Male,M,2014,2014,4800,4595886,104.4
Census Region 2: Midwest,CENS-R2,45-54 years,Male,M,2015,2015,4972,4524013,109.9
Census Region 2: Midwest,CENS-R2,45-54 years,Male,M,2016,2016,5306,4434726,119.6
Census Region 2: Midwest,CENS-R2,45-54 years,Male,M,2017,2017,5657,4349680,130.1
Census Region 2: Midwest,CENS-R2,45-54 years,Male,M,2018,2018,5258,4243088,123.9
Census Region 2: Midwest,CENS-R2,45-54 years,Male,M,2019,2019,5265,4137916,127.2
Census Region 2: Midwest,CENS-R2,45-54 years,Male,M,2020,2020,5969,4061693,147
Census Region 2: Midwest,CENS-R2,55-64 years,Female,F,1999,1999,742,2836141,26.2
Census Region 2: Midwest,CENS-R2,55-64 years,Female,F,2000,2000,765,2870468,26.7
Census Region 2: Midwest,CENS-R2,55-64 years,Female,F,2001,2001,759,2934777,25.9
Census Region 2: Midwest,CENS-R2,55-64 years,Female,F,2002,2002,834,3099877,26.9
Census Region 2: Midwest,CENS-R2,55-64 years,Female,F,2003,2003,852,3229017,26.4
Census Region 2: Midwest,CENS-R2,55-64 years,Female,F,2004,2004,976,3359349,29.1
Census Region 2: Midwest,CENS-R2,55-64 years,Female,F,2005,2005,985,3496594,28.2
Census Region 2: Midwest,CENS-R2,55-64 years,Female,F,2006,2006,1064,3634622,29.3
Census Region 2: Midwest,CENS-R2,55-64 years,Female,F,2007,2007,1135,3765433,30.1
Census Region 2: Midwest,CENS-R2,55-64 years,Female,F,2008,2008,1246,3875701,32.1
Census Region 2: Midwest,CENS-R2,55-64 years,Female,F,2009,2009,1234,4019407,30.7
Census Region 2: Midwest,CENS-R2,55-64 years,Female,F,2010,2010,1351,4143312,32.6
Census Region 2: Midwest,CENS-R2,55-64 years,Female,F,2011,2011,1391,4328192,32.1
Census Region 2: Midwest,CENS-R2,55-64 years,Female,F,2012,2012,1456,4387457,33.2
Census Region 2: Midwest,CENS-R2,55-64 years,Female,F,2013,2013,1646,4479435,36.7
Census Region 2: Midwest,CENS-R2,55-64 years,Female,F,2014,2014,1788,4553415,39.3
Census Region 2: Midwest,CENS-R2,55-64 years,Female,F,2015,2015,1829,4624747,39.5
Census Region 2: Midwest,CENS-R2,55-64 years,Female,F,2016,2016,2088,4669626,44.7
Census Region 2: Midwest,CENS-R2,55-64 years,Female,F,2017,2017,2199,4703784,46.7
Census Region 2: Midwest,CENS-R2,55-64 years,Female,F,2018,2018,2240,4716074,47.5
Census Region 2: Midwest,CENS-R2,55-64 years,Female,F,2019,2019,2252,4706445,47.8
Census Region 2: Midwest,CENS-R2,55-64 years,Female,F,2020,2020,2311,4665011,49.5
Census Region 2: Midwest,CENS-R2,55-64 years,Male,M,1999,1999,1719,2642116,65.1
Census Region 2: Midwest,CENS-R2,55-64 years,Male,M,2000,2000,1780,2676949,66.5
Census Region 2: Midwest,CENS-R2,55-64 years,Male,M,2001,2001,1880,2747990,68.4
Census Region 2: Midwest,CENS-R2,55-64 years,Male,M,2002,2002,2004,2910868,68.8
Census Region 2: Midwest,CENS-R2,55-64 years,Male,M,2003,2003,2035,3039650,66.9
Census Region 2: Midwest,CENS-R2,55-64 years,Male,M,2004,2004,2124,3169514,67
Census Region 2: Midwest,CENS-R2,55-64 years,Male,M,2005,2005,2401,3309607,72.5
Census Region 2: Midwest,CENS-R2,55-64 years,Male,M,2006,2006,2660,3447380,77.2
Census Region 2: Midwest,CENS-R2,55-64 years,Male,M,2007,2007,2829,3579370,79
Census Region 2: Midwest,CENS-R2,55-64 years,Male,M,2008,2008,2976,3689764,80.7
Census Region 2: Midwest,CENS-R2,55-64 years,Male,M,2009,2009,2924,3830731,76.3
Census Region 2: Midwest,CENS-R2,55-64 years,Male,M,2010,2010,3292,3952550,83.3
Census Region 2: Midwest,CENS-R2,55-64 years,Male,M,2011,2011,3507,4128046,85
Census Region 2: Midwest,CENS-R2,55-64 years,Male,M,2012,2012,3636,4184726,86.9
Census Region 2: Midwest,CENS-R2,55-64 years,Male,M,2013,2013,3909,4271526,91.5
Census Region 2: Midwest,CENS-R2,55-64 years,Male,M,2014,2014,4092,4341902,94.2
Census Region 2: Midwest,CENS-R2,55-64 years,Male,M,2015,2015,4489,4410680,101.8
Census Region 2: Midwest,CENS-R2,55-64 years,Male,M,2016,2016,4875,4450118,109.5
Census Region 2: Midwest,CENS-R2,55-64 years,Male,M,2017,2017,5364,4479472,119.7
Census Region 2: Midwest,CENS-R2,55-64 years,Male,M,2018,2018,5403,4487408,120.4
Census Region 2: Midwest,CENS-R2,55-64 years,Male,M,2019,2019,5703,4482179,127.2
Census Region 2: Midwest,CENS-R2,55-64 years,Male,M,2020,2020,6004,4442026,135.2
Census Region 2: Midwest,CENS-R2,65-74 years,Female,F,1999,1999,995,2346114,42.4
Census Region 2: Midwest,CENS-R2,65-74 years,Female,F,2000,2000,884,2328529,38
Census Region 2: Midwest,CENS-R2,65-74 years,Female,F,2001,2001,977,2301778,42.4
Census Region 2: Midwest,CENS-R2,65-74 years,Female,F,2002,2002,909,2280242,39.9
Census Region 2: Midwest,CENS-R2,65-74 years,Female,F,2003,2003,896,2274090,39.4
Census Region 2: Midwest,CENS-R2,65-74 years,Female,F,2004,2004,865,2276169,38
Census Region 2: Midwest,CENS-R2,65-74 years,Female,F,2005,2005,863,2277045,37.9
Census Region 2: Midwest,CENS-R2,65-74 years,Female,F,2006,2006,888,2297413,38.7
Census Region 2: Midwest,CENS-R2,65-74 years,Female,F,2007,2007,883,2341262,37.7
Census Region 2: Midwest,CENS-R2,65-74 years,Female,F,2008,2008,944,2418340,39
Census Region 2: Midwest,CENS-R2,65-74 years,Female,F,2009,2009,887,2483543,35.7
Census Region 2: Midwest,CENS-R2,65-74 years,Female,F,2010,2010,964,2522352,38.2
Census Region 2: Midwest,CENS-R2,65-74 years,Female,F,2011,2011,1020,2582041,39.5
Census Region 2: Midwest,CENS-R2,65-74 years,Female,F,2012,2012,1072,2733210,39.2
Census Region 2: Midwest,CENS-R2,65-74 years,Female,F,2013,2013,1111,2851717,39
Census Region 2: Midwest,CENS-R2,65-74 years,Female,F,2014,2014,1190,2968707,40.1
Census Region 2: Midwest,CENS-R2,65-74 years,Female,F,2015,2015,1311,3083526,42.5
Census Region 2: Midwest,CENS-R2,65-74 years,Female,F,2016,2016,1310,3196592,41
Census Region 2: Midwest,CENS-R2,65-74 years,Female,F,2017,2017,1549,3320772,46.6
Census Region 2: Midwest,CENS-R2,65-74 years,Female,F,2018,2018,1508,3411237,44.2
Census Region 2: Midwest,CENS-R2,65-74 years,Female,F,2019,2019,1656,3528048,46.9
Census Region 2: Midwest,CENS-R2,65-74 years,Female,F,2020,2020,1787,3656875,48.9
Census Region 2: Midwest,CENS-R2,65-74 years,Male,M,1999,1999,1754,1922739,91.2
Census Region 2: Midwest,CENS-R2,65-74 years,Male,M,2000,2000,1664,1919181,86.7
Census Region 2: Midwest,CENS-R2,65-74 years,Male,M,2001,2001,1641,1911247,85.9
Census Region 2: Midwest,CENS-R2,65-74 years,Male,M,2002,2002,1705,1902605,89.6
Census Region 2: Midwest,CENS-R2,65-74 years,Male,M,2003,2003,1582,1907983,82.9
Census Region 2: Midwest,CENS-R2,65-74 years,Male,M,2004,2004,1688,1920461,87.9
Census Region 2: Midwest,CENS-R2,65-74 years,Male,M,2005,2005,1663,1934002,86
Census Region 2: Midwest,CENS-R2,65-74 years,Male,M,2006,2006,1670,1962038,85.1
Census Region 2: Midwest,CENS-R2,65-74 years,Male,M,2007,2007,1742,2013829,86.5
Census Region 2: Midwest,CENS-R2,65-74 years,Male,M,2008,2008,1925,2093315,92
Census Region 2: Midwest,CENS-R2,65-74 years,Male,M,2009,2009,1852,2160488,85.7
Census Region 2: Midwest,CENS-R2,65-74 years,Male,M,2010,2010,1916,2202545,87
Census Region 2: Midwest,CENS-R2,65-74 years,Male,M,2011,2011,1965,2267732,86.7
Census Region 2: Midwest,CENS-R2,65-74 years,Male,M,2012,2012,2121,2414983,87.8
Census Region 2: Midwest,CENS-R2,65-74 years,Male,M,2013,2013,2232,2533520,88.1
Census Region 2: Midwest,CENS-R2,65-74 years,Male,M,2014,2014,2497,2642877,94.5
Census Region 2: Midwest,CENS-R2,65-74 years,Male,M,2015,2015,2599,2754329,94.4
Census Region 2: Midwest,CENS-R2,65-74 years,Male,M,2016,2016,2847,2859763,99.6
Census Region 2: Midwest,CENS-R2,65-74 years,Male,M,2017,2017,3071,2976343,103.2
Census Region 2: Midwest,CENS-R2,65-74 years,Male,M,2018,2018,3362,3061583,109.8
Census Region 2: Midwest,CENS-R2,65-74 years,Male,M,2019,2019,3673,3165988,116
Census Region 2: Midwest,CENS-R2,65-74 years,Male,M,2020,2020,3943,3279287,120.2
Census Region 2: Midwest,CENS-R2,75-84 years,Female,F,1999,1999,1743,1793322,97.2
Census Region 2: Midwest,CENS-R2,75-84 years,Female,F,2000,2000,1627,1799242,90.4
Census Region 2: Midwest,CENS-R2,75-84 years,Female,F,2001,2001,1816,1812289,100.2
Census Region 2: Midwest,CENS-R2,75-84 years,Female,F,2002,2002,1802,1820447,99
Census Region 2: Midwest,CENS-R2,75-84 years,Female,F,2003,2003,1822,1824611,99.9
Census Region 2: Midwest,CENS-R2,75-84 years,Female,F,2004,2004,1748,1821216,96
Census Region 2: Midwest,CENS-R2,75-84 years,Female,F,2005,2005,1759,1817173,96.8
Census Region 2: Midwest,CENS-R2,75-84 years,Female,F,2006,2006,1768,1807324,97.8
Census Region 2: Midwest,CENS-R2,75-84 years,Female,F,2007,2007,1789,1791520,99.9
Census Region 2: Midwest,CENS-R2,75-84 years,Female,F,2008,2008,1714,1772843,96.7
Census Region 2: Midwest,CENS-R2,75-84 years,Female,F,2009,2009,1652,1746708,94.6
Census Region 2: Midwest,CENS-R2,75-84 years,Female,F,2010,2010,1719,1738360,98.9
Census Region 2: Midwest,CENS-R2,75-84 years,Female,F,2011,2011,1803,1728057,104.3
Census Region 2: Midwest,CENS-R2,75-84 years,Female,F,2012,2012,1774,1719627,103.2
Census Region 2: Midwest,CENS-R2,75-84 years,Female,F,2013,2013,1851,1718433,107.7
Census Region 2: Midwest,CENS-R2,75-84 years,Female,F,2014,2014,1900,1725842,110.1
Census Region 2: Midwest,CENS-R2,75-84 years,Female,F,2015,2015,1862,1731184,107.6
