sex,year,last_letter,cases,pct
F,1953,z,625,0.033309528
F,1954,a,664412,34.28832118
F,1954,b,57,0.0029416
F,1954,c,19,0.000980533
F,1954,d,3420,0.176495997
F,1954,e,413115,21.3196327
F,1954,f,10,0.00051607
F,1954,g,190,0.009805333
F,1954,h,102661,5.298027941
F,1954,i,38364,1.979851589
F,1954,j,0,0
F,1954,k,112,0.005779986
F,1954,l,69416,3.582352671
F,1954,m,4505,0.23248961
F,1954,n,283450,14.62800888
F,1954,o,9749,0.503116806
F,1954,p,27,0.001393389
F,1954,q,0,0
F,1954,r,9603,0.495582181
F,1954,s,32891,1.697406386
F,1954,t,37209,1.920245484
F,1954,u,2320,0.119728279
F,1954,v,13,0.000670891
F,1954,w,23,0.001186961
F,1954,x,70,0.003612491
F,1954,y,265440,13.69856651
F,1954,z,645,0.033286526
F,1955,a,669915,34.34510443
F,1955,b,95,0.004870446
F,1955,c,8,0.000410143
F,1955,d,3206,0.16436474
F,1955,e,419156,21.48922862
F,1955,f,20,0.001025357
F,1955,g,237,0.012150481
F,1955,h,100026,5.128118367
F,1955,i,43481,2.229177561
F,1955,j,0,0
F,1955,k,111,0.005690732
F,1955,l,73807,3.783926502
F,1955,m,7388,0.378766906
F,1955,n,279720,14.34064413
F,1955,o,9201,0.471715525
F,1955,p,38,0.001948178
F,1955,q,0,0
F,1955,r,9745,0.499605238
F,1955,s,31370,1.608272581
F,1955,t,35979,1.84456612
F,1955,u,1868,0.095768351
F,1955,v,17,0.000871554
F,1955,w,32,0.001640571
F,1955,x,90,0.004614107
F,1955,y,264322,13.55122171
F,1955,z,708,0.036297641
F,1956,a,684771,34.18269548
F,1956,b,192,0.009584339
F,1956,c,20,0.000998369
F,1956,d,3394,0.169423163
F,1956,e,427082,21.31926432
F,1956,f,6,0.000299511
F,1956,g,353,0.017621207
F,1956,h,94200,4.702316415
F,1956,i,50778,2.534758205
F,1956,j,0,0
F,1956,k,117,0.005840457
F,1956,l,75619,3.774782006
F,1956,m,12051,0.601567039
F,1956,n,292095,14.58092477
F,1956,o,8451,0.42186068
F,1956,p,41,0.002046656
F,1956,q,0,0
F,1956,r,10516,0.524942244
F,1956,s,31582,1.57652396
F,1956,t,34268,1.710604872
F,1956,u,1748,0.087257421
F,1956,v,34,0.001697227
F,1956,w,37,0.001846982
F,1956,x,76,0.003793801
F,1956,y,275056,13.73036458
F,1956,z,781,0.038986296
F,1957,a,688940,33.77453218
F,1957,b,480,0.023531477
F,1957,c,18,0.00088243
F,1957,d,3168,0.155307745
F,1957,e,437517,21.44879379
F,1957,f,7,0.000343167
F,1957,g,347,0.017011297
F,1957,h,86758,4.253216336
F,1957,i,58835,2.884321713
F,1957,j,0,0
F,1957,k,124,0.006078965
F,1957,l,77845,3.816266231
F,1957,m,14604,0.715945174
F,1957,n,288634,14.14996708
F,1957,o,7231,0.354491889
F,1957,p,57,0.002794363
F,1957,q,0,0
F,1957,r,11279,0.552940675
F,1957,s,29197,1.431351084
F,1957,t,32797,1.607837158
F,1957,u,1560,0.076477299
F,1957,v,75,0.003676793
F,1957,w,38,0.001862909
F,1957,x,80,0.003921913
F,1957,y,299264,14.67109124
F,1957,z,966,0.047357097
F,1958,a,665320,33.15664937
F,1958,b,683,0.034037744
F,1958,c,15,0.000747535
F,1958,d,3198,0.159374383
F,1958,e,437371,21.7966646
F,1958,f,15,0.000747535
F,1958,g,326,0.016246419
F,1958,h,79666,3.97020626
F,1958,i,68650,3.421216827
F,1958,j,0,0
F,1958,k,138,0.006877319
F,1958,l,74686,3.722024762
F,1958,m,15005,0.747783809
F,1958,n,276806,13.79480473
F,1958,o,6681,0.332951925
F,1958,p,39,0.00194359
F,1958,q,0,0
F,1958,r,11483,0.572262678
F,1958,s,27514,1.371177855
F,1958,t,31461,1.567879135
F,1958,u,1459,0.072710202
F,1958,v,116,0.005780934
F,1958,w,22,0.001096384
F,1958,x,70,0.003488495
F,1958,y,304657,15.1827772
F,1958,z,1215,0.060550305
F,1959,a,683310,33.85099045
F,1959,b,713,0.035321825
F,1959,c,28,0.001387112
F,1959,d,3347,0.165809464
F,1959,e,434182,21.50925749
F,1959,f,12,0.000594477
F,1959,g,389,0.019270954
F,1959,h,76724,3.800885968
F,1959,i,74223,3.676987113
F,1959,j,0,0
F,1959,k,134,0.006638323
F,1959,l,70253,3.480314399
F,1959,m,16571,0.820922806
F,1959,n,271736,13.46172709
F,1959,o,5553,0.275094101
F,1959,p,50,0.002476986
F,1959,q,0,0
F,1959,r,12279,0.6082983
F,1959,s,26184,1.297148196
F,1959,t,31211,1.546184401
F,1959,u,1277,0.063262231
F,1959,v,126,0.006242006
F,1959,w,30,0.001486192
F,1959,x,79,0.003913638
F,1959,y,308905,15.30306918
F,1959,z,1266,0.062717294
F,1960,a,690978,34.24653732
F,1960,b,694,0.034396315
F,1960,c,23,0.001139936
F,1960,d,3115,0.154386918
F,1960,e,434658,21.54269951
F,1960,f,20,0.000991248
F,1960,g,318,0.015760847
F,1960,h,72962,3.61617281
F,1960,i,80812,4.005237756
F,1960,j,0,0
F,1960,k,130,0.006443114
F,1960,l,67951,3.367815556
F,1960,m,17253,0.855100319
F,1960,n,263706,13.0699058
F,1960,o,4932,0.244441823
F,1960,p,47,0.002329433
F,1960,q,0,0
F,1960,r,13551,0.671620265
F,1960,s,25245,1.251203128
F,1960,t,30434,1.508382491
F,1960,u,1161,0.057541962
F,1960,v,122,0.006046614
F,1960,w,27,0.001338185
F,1960,x,74,0.003667619
F,1960,y,308112,15.27077433
F,1960,z,1333,0.066066697
F,1961,a,693893,34.48280489
F,1961,b,602,0.02991621
F,1961,c,59,0.002931987
F,1961,d,3060,0.152065784
F,1961,e,438856,21.80881753
F,1961,f,11,0.000546642
F,1961,g,278,0.013815127
F,1961,h,71669,3.561569498
F,1961,i,86247,4.286018843
F,1961,j,9,0.000447252
F,1961,k,135,0.006708785
F,1961,l,66482,3.303803086
F,1961,m,15682,0.779312295
F,1961,n,261670,13.00361231
F,1961,o,4404,0.218855461
F,1961,p,53,0.002633819
F,1961,q,0,0
F,1961,r,15665,0.778467485
F,1961,s,23566,1.171105315
F,1961,t,29443,1.46316107
F,1961,u,1102,0.05476356
F,1961,v,98,0.004870081
F,1961,w,26,0.001292062
F,1961,x,69,0.003428934
F,1961,y,297868,14.80246108
F,1961,z,1340,0.066590899
F,1962,a,682138,34.76847453
F,1962,b,459,0.023395163
F,1962,c,32,0.001631035
F,1962,d,3022,0.1540309
F,1962,e,424412,21.63221784
F,1962,f,17,0.000866488
F,1962,g,328,0.016718112
F,1962,h,68358,3.484197306
F,1962,i,87547,4.462257842
F,1962,j,5,0.000254849
F,1962,k,155,0.007900327
F,1962,l,61980,3.159111575
F,1962,m,15782,0.804406242
F,1962,n,251949,12.84180384
F,1962,o,4096,0.208772524
F,1962,p,48,0.002446553
F,1962,q,0,0
F,1962,r,17624,0.898292714
F,1962,s,21510,1.096361568
F,1962,t,27375,1.395299764
F,1962,u,846,0.043120497
F,1962,v,84,0.004281468
F,1962,w,18,0.000917457
F,1962,x,47,0.002395583
F,1962,y,292914,14.92978393
F,1962,z,1198,0.061061886
F,1963,a,683247,35.53786067
F,1963,b,354,0.018412672
F,1963,c,42,0.002184554
F,1963,d,2880,0.149798007
F,1963,e,408982,21.27246125
F,1963,f,13,0.000676172
F,1963,g,289,0.015031814
F,1963,h,66152,3.440776994
F,1963,i,87303,4.540908119
F,1963,j,0,0
F,1963,k,158,0.008218085
F,1963,l,59065,3.072159468
F,1963,m,14297,0.743632674
F,1963,n,239822,12.47390888
F,1963,o,3834,0.199418596
F,1963,p,56,0.002912739
F,1963,q,0,0
F,1963,r,18995,0.987990673
F,1963,s,20513,1.066946706
F,1963,t,24742,1.286910515
F,1963,u,786,0.040882373
F,1963,v,49,0.002548647
F,1963,w,25,0.00130033
F,1963,x,48,0.002496633
F,1963,y,289773,15.07202007
F,1963,z,1164,0.060543361
F,1964,a,671692,35.54012426
F,1964,b,291,0.0153972
F,1964,c,55,0.002910124
F,1964,d,2868,0.151749725
F,1964,e,407100,21.5402068
F,1964,f,14,0.000740759
F,1964,g,283,0.014973909
F,1964,h,63409,3.355055202
F,1964,i,81809,4.328623871
F,1964,j,0,0
F,1964,k,171,0.009047839
F,1964,l,58660,3.103779245
F,1964,m,12991,0.687371227
F,1964,n,238548,12.6218945
F,1964,o,3669,0.194131709
F,1964,p,39,0.002063542
F,1964,q,0,0
F,1964,r,20607,1.090343998
F,1964,s,19260,1.019072422
F,1964,t,22989,1.216378811
F,1964,u,631,0.033387056
F,1964,v,50,0.002645567
F,1964,w,27,0.001428606
F,1964,x,52,0.00275139
F,1964,y,283635,15.00750812
F,1964,z,1104,0.05841412
F,1965,a,639677,36.335457
F,1965,b,185,0.010508522
F,1965,c,40,0.002272113
F,1965,d,2754,0.156434964
F,1965,e,371844,21.12178752
F,1965,f,15,0.000852042
F,1965,g,227,0.01289424
F,1965,h,57371,3.258834542
F,1965,i,72868,4.139107832
F,1965,j,5,0.000284014
F,1965,k,176,0.009997296
F,1965,l,53573,3.043097435
F,1965,m,12362,0.702196451
F,1965,n,220763,12.53996078
F,1965,o,3307,0.187846923
F,1965,p,39,0.00221531
F,1965,q,0,0
F,1965,r,22671,1.287776715
F,1965,s,16550,0.940086658
F,1965,t,19886,1.129580863
F,1965,u,475,0.026981339
F,1965,v,27,0.001533676
F,1965,w,22,0.001249662
F,1965,x,49,0.002783338
F,1965,y,264673,15.03417258
F,1965,z,917,0.052088185
F,1966,a,615720,36.49500485
F,1966,b,100,0.005927208
F,1966,c,64,0.003793413
F,1966,d,2503,0.148358015
F,1966,e,364049,21.5779413
F,1966,f,11,0.000651993
F,1966,g,213,0.012624953
F,1966,h,54725,3.243664556
F,1966,i,71357,4.229477783
F,1966,j,0,0
F,1966,k,200,0.011854416
F,1966,l,50386,2.986483002
F,1966,m,11019,0.653119045
F,1966,n,196216,11.63013037
F,1966,o,3105,0.184039807
F,1966,p,46,0.002726516
F,1966,q,0,0
F,1966,r,25921,1.536391575
F,1966,s,14411,0.854169939
F,1966,t,17847,1.057828804
F,1966,u,401,0.023768104
F,1966,v,19,0.00112617
F,1966,w,23,0.001363258
F,1966,x,34,0.002015251
F,1966,y,257811,15.28099411
F,1966,z,954,0.056545564
F,1967,a,604546,36.73316616
F,1967,b,87,0.005286257
F,1967,c,78,0.004739403
F,1967,d,2509,0.152450788
F,1967,e,357584,21.72736647
F,1967,f,16,0.000972185
F,1967,g,181,0.010997845
F,1967,h,51923,3.154923176
F,1967,i,72912,4.43024784
F,1967,j,0,0
F,1967,k,238,0.014461254
F,1967,l,51100,3.104916401
F,1967,m,8919,0.541932473
F,1967,n,182843,11.10982837
F,1967,o,3195,0.194133227
F,1967,p,38,0.00230894
F,1967,q,0,0
F,1967,r,26773,1.626769605
F,1967,s,12553,0.762740031
F,1967,t,16053,0.975405538
F,1967,u,376,0.022846352
F,1967,v,15,0.000911424
F,1967,w,29,0.001762086
F,1967,x,45,0.002734271
F,1967,y,252892,15.36611582
F,1967,z,872,0.052984092
F,1968,a,599125,36.64453774
F,1968,b,32,0.00195723
F,1968,c,126,0.007706592
F,1968,d,2219,0.135721643
F,1968,e,352911,21.58524591
F,1968,f,14,0.000856288
F,1968,g,216,0.0132113
F,1968,h,48367,2.958291436
F,1968,i,73922,4.521322794
F,1968,j,0,0
F,1968,k,253,0.015474347
F,1968,l,49956,3.055480121
F,1968,m,7552,0.461906195
F,1968,n,178815,10.93693806
F,1968,o,3683,0.225264899
F,1968,p,46,0.002813518
F,1968,q,0,0
F,1968,r,37580,2.298521558
F,1968,s,11389,0.696590261
F,1968,t,14171,0.866746913
F,1968,u,358,0.021896507
F,1968,v,14,0.000856288
F,1968,w,21,0.001284432
F,1968,x,59,0.003608642
F,1968,y,253238,15.48890373
F,1968,z,897,0.054863593
F,1969,a,610984,36.33805146
F,1969,b,39,0.002319511
F,1969,c,158,0.009396993
F,1969,d,2167,0.128881538
F,1969,e,364672,21.68873473
F,1969,f,16,0.000951594
F,1969,g,247,0.014690235
F,1969,h,48516,2.885471476
F,1969,i,77510,4.609879094
F,1969,j,0,0
F,1969,k,233,0.01385759
F,1969,l,50251,2.988659971
F,1969,m,6735,0.400561678
F,1969,n,180189,10.71667532
F,1969,o,3478,0.206852787
F,1969,p,37,0.002200562
F,1969,q,0,0
F,1969,r,49322,2.933408033
F,1969,s,10876,0.646846149
F,1969,t,13700,0.814802523
F,1969,u,344,0.020459275
F,1969,v,12,0.000713696
F,1969,w,38,0.002260036
F,1969,x,33,0.001962663
F,1969,y,260860,15.51455374
F,1969,z,972,0.057809347
F,1970,a,627137,35.9943845
F,1970,b,30,0.001721843
F,1970,c,228,0.013086008
F,1970,d,2239,0.128506892
F,1970,e,370991,21.29294349
F,1970,f,14,0.000803527
F,1970,g,288,0.016529694
F,1970,h,47545,2.728834387
F,1970,i,79838,4.582283726
F,1970,j,5,0.000286974
F,1970,k,326,0.018710695
F,1970,l,52945,3.03876615
F,1970,m,6007,0.344770389
F,1970,n,182980,10.5020952
F,1970,o,3714,0.213164179
F,1970,p,54,0.003099318
F,1970,q,0,0
F,1970,r,67245,3.859511375
F,1970,s,10730,0.615845893
F,1970,t,13730,0.788030206
F,1970,u,385,0.022096987
F,1970,v,13,0.000746132
F,1970,w,40,0.002295791
F,1970,x,48,0.002754949
F,1970,y,274806,15.77242744
F,1970,z,981,0.05630427
F,1971,a,604787,36.4843816
F,1971,b,24,0.001447824
F,1971,c,237,0.014297262
F,1971,d,2077,0.125297106
F,1971,e,343484,20.72101637
F,1971,f,5,0.00030163
F,1971,g,263,0.015865738
F,1971,h,44332,2.674372308
F,1971,i,75747,4.569513652
F,1971,j,0,0
F,1971,k,373,0.022501599
F,1971,l,51748,3.121749937
F,1971,m,4928,0.297286536
F,1971,n,163440,9.85968172
F,1971,o,3781,0.228092612
F,1971,p,42,0.002533692
F,1971,q,0,0
F,1971,r,79264,4.7816802
F,1971,s,9700,0.585162217
F,1971,t,11982,0.722826153
F,1971,u,354,0.021355405
F,1971,v,9,0.000542934
F,1971,w,82,0.004946732
F,1971,x,46,0.002774996
F,1971,y,259990,15.68415719
F,1971,z,965,0.058214592
F,1972,a,557465,36.77326195
F,1972,b,20,0.001319303
F,1972,c,238,0.015699706
F,1972,d,1841,0.12144184
F,1972,e,315155,20.78924663
F,1972,f,5,0.000329826
F,1972,g,294,0.019393754
F,1972,h,39015,2.5736303
F,1972,i,68862,4.542492111
F,1972,j,5,0.000329826
F,1972,k,379,0.025000792
F,1972,l,48798,3.218967355
F,1972,m,3832,0.252778452
F,1972,n,137610,9.077464194
F,1972,o,3648,0.240640865
F,1972,p,32,0.002110885
F,1972,q,0,0
F,1972,r,87331,5.760802453
F,1972,s,8277,0.545993541
F,1972,t,10654,0.702792701
F,1972,u,342,0.022560081
F,1972,v,5,0.000329826
F,1972,w,92,0.006068794
F,1972,x,42,0.002770536
F,1972,y,231126,15.2462611
F,1972,z,884,0.058313192
F,1973,a,535734,36.87669977
F,1973,b,11,0.000757174
F,1973,c,210,0.014455134
F,1973,d,1700,0.117017754
F,1973,e,296521,20.41071855
F,1973,f,0,0
F,1973,g,243,0.016726655
F,1973,h,38984,2.683423609
F,1973,i,64540,4.442544627
F,1973,j,15,0.00103251
F,1973,k,332,0.022852879
F,1973,l,47913,3.298042155
F,1973,m,3294,0.226739108
F,1973,n,127540,8.779084935
F,1973,o,3354,0.230869146
F,1973,p,40,0.002753359
F,1973,q,0,0
F,1973,r,89500,6.160640596
F,1973,s,7900,0.543788388
F,1973,t,11000,0.757173705
F,1973,u,246,0.016933157
F,1973,v,18,0.001239012
F,1973,w,112,0.007709405
F,1973,x,61,0.004198872
F,1973,y,222698,15.32918815
F,1973,z,805,0.055411348
F,1974,a,537809,36.78277189
F,1974,b,28,0.001915025
F,1974,c,220,0.015046624
F,1974,d,1614,0.110387505
F,1974,e,288876,19.75731163
F,1974,f,5,0.000341969
F,1974,g,249,0.017030043
F,1974,h,41732,2.854207788
F,1974,i,63397,4.335958285
F,1974,j,5,0.000341969
F,1974,k,413,0.028246617
F,1974,l,49318,3.373042742
F,1974,m,3131,0.214140817
F,1974,n,130559,8.929419022
F,1974,o,3312,0.226520085
F,1974,p,52,0.003556475
F,1974,q,0,0
F,1974,r,95235,6.513478355
F,1974,s,7419,0.507413198
F,1974,t,9757,0.667317775
F,1974,u,240,0.016414499
F,1974,v,22,0.001504662
F,1974,w,131,0.008959581
F,1974,x,53,0.003624869
F,1974,y,227709,15.5738714
F,1974,z,836,0.057177171
F,1975,a,537881,37.04348269
F,1975,b,29,0.001997209
F,1975,c,262,0.018043754
F,1975,d,1547,0.106540792
F,1975,e,282581,19.4611529
F,1975,f,0,0
F,1975,g,345,0.023759905
F,1975,h,42680,2.939341307
F,1975,i,61529,4.237458558
F,1975,j,5,0.000344346
F,1975,k,395,0.02720337
F,1975,l,51093,3.518738645
F,1975,m,2792,0.192283058
F,1975,n,126072,8.682489157
F,1975,o,3541,0.243866157
F,1975,p,45,0.003099118
F,1975,q,0,0
F,1975,r,93261,6.422818875
F,1975,s,7624,0.525059469
F,1975,t,9085,0.625677502
F,1975,u,236,0.016253152
F,1975,v,25,0.001721732
F,1975,w,150,0.010330394
F,1975,x,77,0.005302935
F,1975,y,229923,15.83463382
F,1975,z,848,0.058401158
F,1976,a,541644,37.10975744
F,1976,b,28,0.001918369
F,1976,c,249,0.017059784
F,1976,d,1602,0.109758128
F,1976,e,289219,19.81531585
F,1976,f,10,0.000685132
F,1976,g,465,0.031858633
F,1976,h,48575,3.328028129
F,1976,i,58721,4.023162939
F,1976,j,0,0
F,1976,k,477,0.032680791
F,1976,l,50380,3.451694434
F,1976,m,2421,0.165870429
F,1976,n,125610,8.605941601
F,1976,o,3170,0.217186807
F,1976,p,50,0.003425659
F,1976,q,0,0
F,1976,r,95858,6.567537218
F,1976,s,7335,0.502544237
F,1976,t,8389,0.574757138
F,1976,u,244,0.016717218
F,1976,v,22,0.00150729
F,1976,w,147,0.010071439
F,1976,x,110,0.007536451
F,1976,y,223965,15.34455625
F,1976,z,882,0.060428632
F,1977,a,572117,37.46555446
F,1977,b,42,0.002750405
F,1977,c,222,0.014537853
F,1977,d,1519,0.09947297
F,1977,e,292941,19.18348343
F,1977,f,20,0.001309717
F,1977,g,393,0.02573593
F,1977,h,59247,3.879838748
F,1977,i,59111,3.870932675
F,1977,j,12,0.00078583
F,1977,k,491,0.032153541
F,1977,l,55631,3.643042
F,1977,m,2341,0.153302319
F,1977,n,134951,8.837377738
F,1977,o,2814,0.184277115
F,1977,p,40,0.002619433
F,1977,q,0,0
F,1977,r,98489,6.449633541
F,1977,s,7281,0.476802301
F,1977,t,8625,0.564815251
F,1977,u,246,0.016109513
F,1977,v,21,0.001375202
F,1977,w,125,0.008185728
F,1977,x,118,0.007727327
F,1977,y,229378,15.02100785
F,1977,z,873,0.057169126
F,1978,a,573763,37.60878443
F,1978,b,53,0.003474023
F,1978,c,223,0.014617114
F,1978,d,1388,0.090980061
F,1978,e,291851,19.13013098
F,1978,f,8,0.000524381
F,1978,g,414,0.027136704
F,1978,h,60121,3.940786925
F,1978,i,56980,3.734901931
F,1978,j,8,0.000524381
F,1978,k,533,0.034936868
F,1978,l,61893,4.056937262
F,1978,m,2036,0.133454902
F,1978,n,135847,8.904444061
F,1978,o,2726,0.178682742
F,1978,p,61,0.003998403
F,1978,q,0,0
F,1978,r,94708,6.207881574
F,1978,s,7377,0.483544604
F,1978,t,8265,0.541750868
F,1978,u,232,0.015207042
F,1978,v,24,0.001573142
F,1978,w,166,0.010880901
F,1978,x,117,0.007669069
F,1978,y,225906,14.80759487
F,1978,z,909,0.059582763
F,1979,a,611989,38.28465402
F,1979,b,54,0.003378118
F,1979,c,226,0.014138051
F,1979,d,1427,0.089269907
F,1979,e,303302,18.97389027
F,1979,f,6,0.000375346
F,1979,g,511,0.03196701
F,1979,h,63290,3.95927991
F,1979,i,57375,3.589250827
F,1979,j,0,0
F,1979,k,587,0.036721398
F,1979,l,64957,4.063563677
F,1979,m,2288,0.143132129
F,1979,n,144626,9.047476952
F,1979,o,2649,0.165715476
F,1979,p,59,0.003690907
F,1979,q,0,0
F,1979,r,96508,6.037323204
F,1979,s,7702,0.48181978
F,1979,t,8733,0.546316819
F,1979,u,264,0.016515246
F,1979,v,20,0.001251155
F,1979,w,176,0.011010164
F,1979,x,130,0.008132507
F,1979,y,230666,14.42994564
F,1979,z,978,0.061181478
F,1980,a,627352,37.95040058
F,1980,b,79,0.004778947
F,1980,c,251,0.015183741
F,1980,d,1450,0.087714841
F,1980,e,310270,18.76916116
F,1980,f,14,0.000846902
F,1980,g,576,0.034843964
F,1980,h,70946,4.291735931
F,1980,i,57507,3.478770589
F,1980,j,9,0.000544437
F,1980,k,759,0.045914182
F,1980,l,67684,4.094407786
F,1980,m,2112,0.127761203
F,1980,n,156171,9.447251319
F,1980,o,3081,0.186378914
F,1980,p,74,0.004476482
F,1980,q,0,0
F,1980,r,98900,5.982757077
F,1980,s,8419,0.509290514
F,1980,t,8864,0.536209896
F,1980,u,319,0.019297265
F,1980,v,12,0.000725916
F,1980,w,150,0.009073949
F,1980,x,155,0.009376414
F,1980,y,236922,14.33212105
F,1980,z,1008,0.060976938
F,1981,a,628391,37.83359242
F,1981,b,97,0.005840088
F,1981,c,301,0.018122334
F,1981,d,1436,0.086457379
F,1981,e,312423,18.81007915
F,1981,f,15,0.000903106
F,1981,g,690,0.041542891
F,1981,h,74097,4.461164622
F,1981,i,55945,3.368285555
F,1981,j,7,0.00042145
F,1981,k,666,0.040097921
F,1981,l,70317,4.233581828
F,1981,m,1973,0.118788585
F,1981,n,160388,9.656494478
F,1981,o,2968,0.178694638
F,1981,p,91,0.005478845
F,1981,q,0,0
F,1981,r,96890,5.833464785
F,1981,s,8896,0.535602258
F,1981,t,8803,0.530002998
F,1981,u,355,0.021373516
F,1981,v,12,0.000722485
F,1981,w,127,0.0076463
F,1981,x,137,0.008248371
F,1981,y,234952,14.14577581
F,1981,z,957,0.057618184
F,1982,a,624644,37.06074306
F,1982,b,130,0.007713028
F,1982,c,258,0.015307394
F,1982,d,1592,0.094454926
F,1982,e,316517,18.77926501
F,1982,f,17,0.001008627
F,1982,g,777,0.046100174
F,1982,h,74294,4.407936112
F,1982,i,54291,3.221138443
F,1982,j,11,0.000652641
F,1982,k,583,0.034589964
F,1982,l,75199,4.461630653
F,1982,m,2035,0.120738552
F,1982,n,167299,9.926014263
F,1982,o,2705,0.160490311
F,1982,p,94,0.005577112
F,1982,q,0,0
F,1982,r,97325,5.774388001
F,1982,s,10493,0.622560013
F,1982,t,9000,0.533978854
F,1982,u,370,0.021952464
F,1982,v,19,0.001127289
F,1982,w,137,0.008128345
F,1982,x,140,0.008306338
F,1982,y,246529,14.62680811
F,1982,z,1001,0.059390315
F,1983,a,606423,36.47483819
F,1983,b,115,0.006916965
F,1983,c,251,0.015097027
F,1983,d,1409,0.084747853
F,1983,e,308508,18.55599042
F,1983,f,19,0.001142803
F,1983,g,753,0.045291081
F,1983,h,72344,4.351312028
F,1983,i,49911,3.002022761
F,1983,j,8,0.00048118
F,1983,k,467,0.028088891
F,1983,l,71475,4.299043835
F,1983,m,1905,0.114581021
F,1983,n,169153,10.17413308
F,1983,o,2683,0.16137579
F,1983,p,79,0.004751654
F,1983,q,0,0
F,1983,r,97716,5.87737485
F,1983,s,10552,0.634676608
F,1983,t,8461,0.508908148
F,1983,u,331,0.019908828
F,1983,v,9,0.000541328
F,1983,w,144,0.008661243
F,1983,x,149,0.00896198
F,1983,y,258825,15.5676813
F,1983,z,889,0.053471143
F,1984,a,610853,36.44585861
F,1984,b,105,0.006264707
F,1984,c,264,0.015751264
F,1984,d,1395,0.083231109
F,1984,e,310570,18.52981046
F,1984,f,17,0.001014286
F,1984,g,686,0.04092942
F,1984,h,71730,4.279689939
F,1984,i,48339,2.884092178
F,1984,j,22,0.001312605
F,1984,k,456,0.027206728
F,1984,l,71260,4.251647916
F,1984,m,1927,0.114972292
F,1984,n,173619,10.35878276
F,1984,o,2446,0.145937845
F,1984,p,83,0.004952102
F,1984,q,0,0
F,1984,r,95296,5.685728878
F,1984,s,10263,0.612330376
F,1984,t,8264,0.493062284
F,1984,u,331,0.019748743
F,1984,v,7,0.000417647
F,1984,w,151,0.009009246
F,1984,x,234,0.013961347
F,1984,y,266848,15.9211864
F,1984,z,890,0.053100851
F,1985,a,623814,36.42437237
F,1985,b,127,0.007415504
F,1985,c,280,0.016349143
F,1985,d,1417,0.082738341
F,1985,e,319545,18.65816745
F,1985,f,23,0.001342965
F,1985,g,661,0.038595655
F,1985,h,71845,4.195014913
F,1985,i,47359,2.765282361
F,1985,j,20,0.001167796
F,1985,k,478,0.027910323
F,1985,l,70902,4.139953335
F,1985,m,1852,0.108137903
F,1985,n,182732,10.66968425
F,1985,o,2545,0.148602031
F,1985,p,104,0.006072539
F,1985,q,0,0
F,1985,r,87225,5.093049979
F,1985,s,9909,0.578584491
F,1985,t,8424,0.491875644
F,1985,u,339,0.019794141
F,1985,v,8,0.000467118
F,1985,w,187,0.010918892
F,1985,x,225,0.013137704
F,1985,y,281728,16.45004052
F,1985,z,879,0.051324631
F,1986,a,624222,36.56371744
F,1986,b,142,0.00831763
F,1986,c,289,0.016928135
F,1986,d,1481,0.08674937
F,1986,e,311844,18.26621923
F,1986,f,27,0.001581521
F,1986,g,589,0.034500594
F,1986,h,75299,4.410628526
F,1986,i,45607,2.671423726
F,1986,j,30,0.001757246
F,1986,k,444,0.026007239
F,1986,l,66131,3.873614192
F,1986,m,1818,0.106489099
F,1986,n,182684,10.70069007
F,1986,o,2392,0.14011107
F,1986,p,92,0.005388887
F,1986,q,0,0
F,1986,r,80912,4.739409226
F,1986,s,9590,0.561732926
F,1986,t,8586,0.502923764
F,1986,u,277,0.016225237
F,1986,v,5,0.000292874
F,1986,w,184,0.010777775
F,1986,x,305,0.017865333
F,1986,y,293401,17.18592305
F,1986,z,866,0.05072583
F,1987,a,646878,37.37224169
F,1987,b,162,0.009359266
F,1987,c,285,0.016465375
F,1987,d,1583,0.091455048
F,1987,e,314005,18.14108804
F,1987,f,26,0.001502104
F,1987,g,872,0.05037827
F,1987,h,75174,4.343045979
F,1987,i,44876,2.592632178
F,1987,j,5,0.000288866
F,1987,k,493,0.02848221
F,1987,l,63774,3.684430977
F,1987,m,1908,0.110231353
F,1987,n,181819,10.50427378
F,1987,o,2374,0.137153685
F,1987,p,84,0.004852953
F,1987,q,0,0
F,1987,r,76937,4.444900211
F,1987,s,9927,0.573515011
F,1987,t,8701,0.502685012
F,1987,u,256,0.014789951
F,1987,v,6,0.000346639
F,1987,w,168,0.009705905
F,1987,x,438,0.025304682
F,1987,y,299237,17.28789275
F,1987,z,917,0.052978066
F,1988,a,662221,37.35819062
F,1988,b,142,0.008010714
F,1988,c,284,0.016021428
F,1988,d,1696,0.095677261
F,1988,e,321740,18.1504728
F,1988,f,25,0.001410337
F,1988,g,712,0.040166397
F,1988,h,78522,4.429699215
F,1988,i,44434,2.506676535
F,1988,j,6,0.000338481
F,1988,k,511,0.028827288
F,1988,l,62226,3.510385157
F,1988,m,1870,0.105493206
F,1988,n,196695,11.09624929
F,1988,o,2533,0.142895343
F,1988,p,99,0.005584934
F,1988,q,0,0
F,1988,r,72610,4.096182726
F,1988,s,11002,0.620661098
F,1988,t,8467,0.477652928
F,1988,u,322,0.01816514
F,1988,v,0,0
F,1988,w,141,0.007954301
F,1988,x,550,0.031027414
F,1988,y,304624,17.18489969
F,1988,z,1194,0.067357694
F,1989,a,692722,37.69798706
F,1989,b,154,0.008380692
F,1989,c,254,0.0138227
F,1989,d,1994,0.108513641
